,Establishment,Rating,Review Count,Address,countryCode,District,Star Rating,Distance,Level,type,image
581,Apartment,9.8,14,Vladislavova 1587/24,cz,Prague 1,4,0.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/16749548.jpg?k=a2817a2f2a30951dc86e4bcf2eb65379de9e7797de5501f83dcc1f2bb86079f7&o=
582,Apartment,9.3,18,Rubešova 9,cz,Prague 1,3,1.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/421660384.jpg?k=f72aff7e1bfcac0e5d54c1f1de8c886d7ec65ee9e7be8de772cef647a685537d&o=
583,Apartment,0.0,0,19 Krakovská,cz,Prague 1,3,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/416549418.jpg?k=5d546e9d71aa77abfdbd9c6952134351d9321f8c453405c61eabc3b7f1916a9e&o=
584,other,9.3,168,Malebná 75,cz,Prague 11,3,0.008,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/406314138.jpg?k=03845e9194b9775601a17ab70210f15d3ef940f948f3f733dead4580e41fc3ff&o=
585,other,0.0,1227,Spálená 87/11,cz,Prague 1,0,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/119424127.jpg?k=a2bd20e8ece548742c1f242251b9f56176ef8c47f541a88ba036517a37876607&o=
586,Hotel,0.0,340,Bruselská 3,cz,Prague 2,4,1.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/410728569.jpg?k=fed4424abdfc8f5982abc19c0a456e6e03cb3cfbb6d381ff0919b496c083860c&o=
587,Apartment,0.0,25,Templová 7,cz,Prague 1,3,0.35,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/52706457.jpg?k=86af2ea01eb03b2821f8cae4093b75aea651fc58b5e117379c68888b16923bf0&o=
588,Apartment,10.0,7,Široká,cz,Prague 1,3,0.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/233319217.jpg?k=8d621f9ba4a6087b89d2975fed89d052189708636ee51fc7aa543a73848038ab&o=
589,Apartment,9.7,96,5 Řeznická,cz,Prague 1,3,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/229675027.jpg?k=b8ba4f86f07fed1f4dfb63c813f106e133e9610cb33c3bbea908bd9117632da6&o=
590,Apartment,9.8,160,4 Žatecká,cz,Prague 1,3,0.2,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/261881116.jpg?k=e67b4be7790ebc5d672829c0fc2640ac4f86f61030d4ebcf460ab1cae999c3aa&o=
591,Apartment,0.0,0,Holubova,cz,Prague 5,0,3.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/420918689.jpg?k=8f555051d60cdff51c042360e570e1151e76eae6db11b2d8b3666d05cd5765bb&o=
592,other,0.0,0,93 Bořivojova,cz,Prague 3,0,1.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/421980607.jpg?k=112ced1ea2f725f36729594cf036c6b7ba1383a848b58fb85acc61ed592fcc77&o=
593,Apartment,9.4,84,Kollárova 158/14,cz,Prague 8,3,2.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/157002581.jpg?k=9a7053530e916842632c0e3d51f63a8f11f7792c0a791c71b5f295fb1c51a026&o=
594,other,10.0,3,10 Urxova,cz,Prague 8,4,2.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/405792042.jpg?k=3126094909d51f27d85a81a4fabb946bba59e579f673b04d93ca068697bc901e&o=
595,other,0.0,24,59 Husitská,cz,Prague 3,3,2.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/298848876.jpg?k=fad7e86f251445d380fcfc6bf4f2247ece0ad24446ce12d66b6a9d6bc91efeda&o=
597,Residence,9.9,62,10 Elišky Krásnohorské,cz,Prague 1,4,0.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/327940220.jpg?k=6e74819652e719797517e1937e105fe3fc07872f1e4ab8bd1a2dfa19a480852d&o=
598,Hotel,0.0,468,Sokolska 34,cz,Prague 2,3,1.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/342940755.jpg?k=bbb0168070def8ba1096511be9db844790fe05f1bb39d973eadb533e0c256e73&o=
599,Apartment,9.6,59,4 Příčná,cz,Prague 1,3,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/383535094.jpg?k=91e6d27ee45f39b01e550b5cb18b52f9499edc365c62bf4753396918120aa240&o=
600,Hotel,0.0,2172,Na Pankráci 1597/76,cz,Prague 4,3,3.8,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/306833688.jpg?k=09c9669f6e3b81da9c84140268f5dcfb2134c72a2b51c43cf75b16863b965698&o=
602,Apartment,9.5,130,Nad Sarkou 14,cz,Prague 6,3,4.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/238458858.jpg?k=1622080aea103b7fb4191e441bdc85b9f83281e94bb9ff4a80f5bff4a00b0982&o=
603,Apartment,0.0,36,37 Osadní,cz,Prague 7,3,2.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/125063451.jpg?k=03cddb26e0fb73dbac18c9bda454e722819faa60b41a7786b98a7fed2f5cd1b0&o=
604,Apartment,10.0,2,Soukenicka 3,cz,Prague 1,3,0.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/419954024.jpg?k=ed650a03154af8882e65e5fe40df47e209a9f6bfe9e5e637228f9eb72ebd7a92&o=
605,other,9.5,92,Kurta Konráda 3340/3 ,cz,Prague 9,3,5.2,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/268381179.jpg?k=0e95c7159cb72afc81fc47bb43ac1d30dd4e47659bbd9ff0ac33695cf57effa0&o=
607,Residence,9.5,669,4 Jilská,cz,Prague 1,4,0.35,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/219347195.jpg?k=763e3e9705008845f383a293e40837f31ba21fb9cac0a732bce0c8a9945630ec&o=
608,other,10.0,2,23 Na Bělidle 4. patro,cz,Prague 5,0,0.002,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/262959453.jpg?k=b0665b0c44ccead8e4f01ef8b58044bdf9d688cba177be0c2980ff1844526c53&o=
609,Apartment,0.0,4,20 Víta Nejedlého,cz,Prague 3,3,2.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/416735042.jpg?k=2854cbe9d1ff5b291417e82f1cf51ace0d22562fb91ee1d5e3a048d55938e12c&o=
610,Hotel,9.9,1686,Haštalská 943/19,cz,Prague 1,4,0.6,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/259400451.jpg?k=35f353b2d09229f24d06dce03b1edf44c07ee064e93906a2827970315c7102d6&o=
611,other,9.3,1603,Ostrovni 131/15,cz,Prague 1,0,0.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/114614567.jpg?k=007b4f6a00705d31f38d112264d4cdd24dfff42089620232f9e00021405c2c61&o=
613,Apartment,0.0,6,Slavojova 1729/8a - apartment,cz,Prague 2,0,2.6,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/384043474.jpg?k=6fa93b61b4a42719340313ec220f7bc782e1edede4796683452428e98e94a58d&o=
614,Apartment,9.6,13,9 Bozděchova,cz,Prague 5,3,2.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/390649143.jpg?k=e29983305b63b262962b1b293ca3b662b3603e6151edd1a78787435f5089b5b9&o=
615,Hotel,9.7,805,Rásnovka 783,cz,Prague 1,4,0.6,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/247614071.jpg?k=6125bdf394bd69fe1320eb050788e2491620744a75d97701ea5f29ef6b8037bb&o=
616,other,0.0,8,11 Moravská,cz,Prague 2,3,2.1,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/269810283.jpg?k=9dd5be1b42d4accdfd943cafeda8bbecbc786bed538f0f3aa1fb696ec41df023&o=
617,Hotel,0.0,2397,Žitná 45,cz,Prague 1,4,1.2,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/382490678.jpg?k=3a4569f8d6b66dec66bbd52f1d4f53e84e35dc0fb9923a0ea6b8e39f4333dda0&o=
618,other,0.0,10,Sudoměřská,cz,Prague 3,0,2.8,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/388383080.jpg?k=c23d1751a5a12b35cf08135314f693291ac2068f7a121a48a5806e167bef122b&o=
619,Apartment,9.5,16,23 Karmelitská,cz,Prague 1,3,1.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/332075359.jpg?k=2c317c8df701fd8c287bfebcc3ca4d1909339df19de0ee0ebe890c941fdcc18f&o=
620,other,0.0,563,Petrská 24 ,cz,Prague 1,0,1.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/221213813.jpg?k=de283ea9fc85c5b8af26ae9de46ee341dc67a825ad2e009a95988c80f57dd354&o=
622,Hotel,9.9,1939,Dražického náměstí 12,cz,Prague 1,4,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/163486940.jpg?k=3a85fa8a9c0b95415e9f1128b69730b807793403b62dafee97d1a16622a27d28&o=
624,Hotel,9.8,1153,Melantrichova 5,cz,Prague 1,3,0.2,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/371889128.jpg?k=e2a0f7f0ddcef493b9f90e439e193d0a22fbf31dd4716e272c08b646c879c0cf&o=
625,Residence,9.8,123,Staromestske Namesti 20,cz,Prague 1,5,0.03,L3,GOLD,https://cf.bstatic.com/xdata/images/hotel/square600/213765605.jpg?k=7367fe5cb197c82c97cd930037c6402c81acd5eba27daece3ef349a35dc000a7&o=
626,other,9.7,200,Mezibranska 5,cz,Prague 1,2,1.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/70026330.jpg?k=c1e29bfe60116fb39314169ebe623ce96bdc249198a7e5a585a52449146f35ba&o=
627,Residence,9.8,312,13 Dlouhá,cz,Prague 1,4,0.35,L3,GOLD,https://cf.bstatic.com/xdata/images/hotel/square600/326451289.jpg?k=70fb5e07d75775b2e7ba6185b569ca034e4be33512245ca8bb8b792230f16b94&o=
628,Hotel,0.0,514,Holeckova 7,cz,Prague 5,4,1.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/262350290.jpg?k=1134f019de13744098e1e7a2ac8d909e6dbe89a4482ed0b22ef4dae2e23f86e9&o=
629,Apartment,0.0,4,1742 Štěpánská,cz,Prague 1,3,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/413192044.jpg?k=e659d592e0a77a41aedf26e03ea4c00c5cf4b48cb4527f8d52c8d17d403554c1&o=
630,other,0.0,364,Plzeňská 22,cz,Prague 5,3,2.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/3183313.jpg?k=d14fac78f5a39d3c4c68e08d3dd6c6cced634705ef6633866c6dfc26ee21d627&o=
631,other,0.0,225,Samcova 5,cz,Prague 1,0,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/207380707.jpg?k=331d5941bf84b57a9d5bb6c93e317893fd281dcd25d29aafc1097b10309c9609&o=
633,Apartment,0.0,0,Ocelářská,cz,Prague 9,3,5.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/405585531.jpg?k=7a670456f0844081503e19deba6ad957ebfb6d71c85b18b777258b50e46a3337&o=
634,Apartment,0.0,1589,Kubelíkova 40,cz,Prague 3,2,2.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/8376979.jpg?k=e7edb66123652fd6f5b4652431b60cf0ac5ed1e7192523ff87c74143e0d23cb0&o=
635,Apartment,9.5,806,64 Sokolská,cz,Prague 2,4,1.3,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/92007198.jpg?k=257d78ebabd440bb5e1a3e976885490a055bbc0d353eb6425e2febfefc4d70bc&o=
636,Hotel,0.0,4836,Svobodova 1,cz,Prague 2,4,2.1,C,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/422179909.jpg?k=63abd63b4e7c93fbc79fa4318e47c1777abef1f1d166e130353ecc424da26845&o=
639,Hotel,9.7,1241,Dlouha 22,cz,Prague 1,4,0.35,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/197976726.jpg?k=5ddadab95d0c05b06bc5475468c8a4465fd0f39c333c1dde2494a37b1e9e5e34&o=
640,Hotel,9.7,1378,Vladislavova 52/19,cz,Prague 1,4,0.7,L3,GOLD,https://cf.bstatic.com/xdata/images/hotel/square600/228385803.jpg?k=0646d7a8871333a59ba640be018ee1aa7b5f65a73750ecb7f5006854a3196f66&o=
641,other,0.0,103,Nad Rokoskou 5,cz,Prague 8,3,3.9,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/61271774.jpg?k=6fd91b77eda1317718b3f47a44e1812bc5361c789c0913979a92c48a6bd6b772&o=
642,Apartment,9.5,19,4 Španělská,cz,Prague 2,3,1.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/351066363.jpg?k=7e2150e9525b356f57e1bef7133f5a7507fa3d4591f7ceecc422cb07571a7fc6&o=
643,other,0.0,1071,Mozartova,cz,Prague 5,4,2.5,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/374735228.jpg?k=a83bab9c28ee339dfa4ba5163b2182c1ba38832b97e314b66b8727c5fd66d6b1&o=
644,Hotel,9.3,425,Legerova 62,cz,Prague 2,3,1.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/422901229.jpg?k=9858477f50c06303e4c3326aec9a803229b491e164266785bf5176fefba35020&o=
645,Hotel,9.8,1658,Senovážná 4,cz,Prague 1,4,0.6,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/61560972.jpg?k=d98bce8465e212ace4ffa1c37dd62734241a3115a4d48867e99e39a812a0b274&o=
646,Hotel,0.0,3361,Táboritská 3,cz,Prague 3,3,2.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/7190729.jpg?k=290fb97e561e6919efafcd14627ddc2863414e4884ddc96a32a24939c47719b9&o=
648,Hotel,9.3,1386,U Železné lávky 14,cz,Prague 1,4,0.9,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/413899188.jpg?k=1547e5a5c1bd9fe17599add3656cd04e72fdab03bafd8cb2bd6f34371a4f6ca5&o=
650,Apartment,9.3,19,37 Štěpánská,cz,Prague 1,3,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/207923088.jpg?k=1fccea296aa4e46203c02cd5a2c30e04b42f5cc8fbdc5ef5443c1b498483b656&o=
651,other,0.0,1722,Národní Obrany 935/13,cz,Prague 6,1,0.002,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/166268814.jpg?k=a70f0ec2c849515328e6716797e40d35932c5896696dbcc668eae65e1eab95af&o=
654,Residence,9.8,1487,29 Celetná,cz,Prague 1,4,0.35,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/421846669.jpg?k=e56d165b8e92eacbe1166214cdd30fb4587dea4515a260ec0ab51ad9a8ccdc0d&o=
655,Hotel,0.0,974,Do Polí 844/9,cz,Prague 5,3,0.005,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/43277194.jpg?k=d9a4109ac4341836f3077b8f546dfbf5eabd2dd337a7bc8598ce100da73159ff&o=
656,Apartment,9.9,98,2 Nebovidská 1.patro,cz,Prague 1,5,1.1,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/131364854.jpg?k=7c8fdde5d3304fb88bce9b76682b9d30eb1dc5ba7a53087a0dc58fd3967c8a50&o=
657,other,9.9,26,15 Husova,cz,Prague 1,3,0.25,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/376289672.jpg?k=9a190ef36d8e808dc139b68630586d70da7bb16b9277dff1a7f81abec0815894&o=
658,other,9.6,6,15 Týnská,cz,Prague 1,0,0.2,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/364972077.jpg?k=27118328bfd471fd79f5d912b80162d3b7c7c5de4563510f4f3c51e933aec7d1&o=
659,Hotel,0.0,493,4 Eliášova,cz,Prague 6,3,1.8,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/173033138.jpg?k=fca5f7626fe6e725930d08fc80d1c4a6cc9df66ee4db18b8ff40dc2c812034db&o=
662,Hotel,0.0,1111,Před nádražím 6,cz,Prague 4,4,6.1,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/359863520.jpg?k=ae5d2b808d648329a8d46cbec75978121450456bdef5805fa249c1dd4750ae9a&o=
663,Apartment,0.0,53,K Trninám  967/25,cz,Prague 6,3,7.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/322429239.jpg?k=524039f2905509371dc411f87119a7b54ff72e9b7a86bcaff2b00669656661e6&o=
664,Apartment,9.7,34,Kurta Konráda,cz,Prague 9,3,5.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/380711141.jpg?k=a9060a52ef0417f2965b8c8b050db6ec2397ca7e94390984e9ce956c2bcce2bb&o=
666,other,0.0,22,Namesti na luzinach 2,cz,Prague 5,3,8.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/106802455.jpg?k=0c42bdec8574e569b65f3c6d657e1809a393635dfe10f7d7068907bc2a58fa4b&o=
668,Hotel,9.6,2065,Liliová 1070/18,cz,Prague 1,4,0.35,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/148765504.jpg?k=0fe5055947557b2ed045fff7f312e1aa807a938204f331487c4cc8c0b0fd8017&o=
669,other,0.0,48,Korunni 49,cz,Prague 2,3,2.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/106166920.jpg?k=3d5cb2b297be3bf8f92d75a262f808586c66ef7b2729e0b4993bf6010b0d9894&o=
670,other,0.0,200,Cimburkova 6,cz,Prague 3,3,0.002,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/92642751.jpg?k=a17f29e48ffc184ab845d9f0ada9958d892b8b60a9b47f4065fdf70b6d2e2101&o=
672,Hotel,0.0,2314,Křižíkova 11,cz,Prague 8,3,1.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/62665125.jpg?k=d07267c71a446563a4428ddef572447a73378a0466277e4eea16c22365c0bfff&o=
673,Hotel,0.0,2849,Zitna 561/8 Nove Mesto,cz,Prague 2,5,1.1,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/232797679.jpg?k=e64013bcd405f393839f3d0e43a214c493f41be883499124aff185dd389e8864&o=
674,other,0.0,287,Nad Borislavkou 34,cz,Prague 6,3,0.004,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/296052165.jpg?k=8e447f7235f83f83eea4eef41d126405843dcdd2b6889d23f4a251ac567b18e8&o=
675,Apartment,0.0,97,1 Krakovská Krakovska 584,cz,Prague 1,3,1.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/333049072.jpg?k=15db3830864c71822eb070561691993de4488132b80fef797cfa43cc29e6fb1e&o=
676,Hotel,9.5,1557,Rybná 8,cz,Prague 1,3,0.4,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/103125254.jpg?k=211ad9fa066f7ea6644524d9239cc09ab0e53e1d13e3a283280ad742994ac2d0&o=
677,Hotel,0.0,691,Ostrovského 20,cz,Prague 5,3,2.5,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/100923368.jpg?k=e7a5fc1a53e747b7c2f08a55833c3cccd214ec7b4471ed2876026768211d802c&o=
681,Hotel,9.5,3712,Národní 33,cz,Prague 1,4,0.5,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/13302167.jpg?k=f4a531691c579d3005bc91bf3fee5c4f8e71251105a967dd32e9b446c9a5b664&o=
682,other,0.0,1,72 Rubešova,cz,Prague 1,0,1.3,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/406413432.jpg?k=ef9ba7a876af08c889660b42cdaf8ef598dada064c5d8a81093f8c92fe01cfd8&o=
683,other,9.9,715,8 Senovážná,cz,Prague 1,4,0.6,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/319707878.jpg?k=7169145aa303297de2c3152fdcdf78d5c283e6dc6793213db4bf334b7482a6b7&o=
684,Residence,0.0,72,U Sluncove,cz,Prague 8,3,3.2,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/410571457.jpg?k=359405879dca7d32ac0fe93eb4ed476fb9803af94bea87b0ee776b1d1ac326ce&o=
685,other,9.3,28,22 Neklanova,cz,Prague 2,3,2.3,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/398154181.jpg?k=abf1903b8b151e8f9b52299141037383426649edce07bcab1cb6f0cf956e5e9c&o=
687,Boutique,9.3,758,26 Americká,cz,Prague 2,4,0.002,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/242637513.jpg?k=c3a3c7eda3f75e9655c3c3eb358c5529aa5d1de2a5757b44e8b43c494de9ba59&o=
688,Apartment,0.0,430,Bubenečská 257/7,cz,Prague 6,3,1.8,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/223005721.jpg?k=1d763e2b866520638f832b21f3e0e14965ba548c4aa79c5ea29426299a1a41b0&o=
689,Apartment,9.5,91,694/100a Sokolovská,cz,Prague 8,3,2.4,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/236222175.jpg?k=0056f0ba6be0523586bf568bf798688e8d554ab9a5e973294a7e35a6e8f4c1e2&o=
690,Hotel,9.5,3469,Václavské nám. 41,cz,Prague 1,4,0.8,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/22455326.jpg?k=ad8d2139b2bad01f0c98c02f29ea66e92736a94a51c988fd80aa8c7d3e79b5d9&o=
692,Hotel,0.0,1103,Legerova 35,cz,Prague 2,4,1.7,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/382343230.jpg?k=c96d160657674d6bcc5447a89632a587293421b2ee5c3c82ed1568ba8036dbf4&o=
695,other,0.0,431,Habartická 16,cz,Prague 9,3,5.6,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/22986759.jpg?k=40c06ad5ee3cc309dd726a8b0c62beb9a8019465fdabfbb90dd706b7c3242ae0&o=
696,Apartment,0.0,77,Legerova 76,cz,Prague 2,3,1.4,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/10598154.jpg?k=cda14d4edaff0ce865d39d1fab0d1b117f1c2b4bb00d750b2c58b29324a37c94&o=
698,other,9.6,2905,Washingtonova 23,cz,Prague 1,3,0.001,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/214234126.jpg?k=9f94fc7749cc2317c7df8899581f70ca6a319654048b05e2f2fa52bff19d5605&o=
700,Apartment,0.0,16,41 Českomoravská,cz,Prague 9,3,6.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/185063845.jpg?k=92ed337068cd79c818818defb13769957218bc271831f65103f34c094ecb0b64&o=
701,other,9.8,31,Dlouha 38,cz,Prague 1,4,0.5,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/380858354.jpg?k=9ede2f491a3f641257622b45d96f793e56f65888f18b0e974effd434da73cf5e&o=
702,other,0.0,241,Poděbradská 540/26,cz,Prague 9,2,6.5,L3,GOLD,https://cf.bstatic.com/xdata/images/hotel/square600/20961291.jpg?k=95bbe1eff8064da0776d7cc4b18f88468d873d46dab75fb19442669b3b34f6a7&o=
703,Apartment,9.7,41,13 Dušní,cz,Prague 1,4,0.4,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/116716116.jpg?k=06956c61ef9651fa447538a48b0d89296cca37984f2bef8eed77edc91f99dd3e&o=
704,Apartment,9.7,79,Řeznická 10,cz,Prague 1,3,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/35130400.jpg?k=45ad4c4c0e5385d650ab93124da8609857ad4374369cc7b36a4299fa32b6a481&o=
705,other,0.0,7,6 Řehořova,cz,Prague 3,0,1.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/298993294.jpg?k=c40fb83e37bc28844d1c7560a97e8eb635c4d3c267bbf326414732ccad297a1b&o=
706,Apartment,10.0,2,10 Kozí,cz,Prague 1,4,0.45,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/269458042.jpg?k=d02d700846dd8489fcff104c6f9e2790970e953cb2413512a1b71dee221e9f7c&o=
707,other,9.4,8,20 Krakovská 5th floor,cz,Prague 1,4,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/135798315.jpg?k=4e3751e885b2ca614da8c5c9ebd7dd9df1272d7db5c7f37b3274f18535f3fc5f&o=
708,Apartment,0.0,21,1616 Mikuláše z Husi,cz,Prague 4,0,0.003,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/230887758.jpg?k=deae74b41a835021ca6d122f8e08714e96c421d5a1c5441e944dc12346172f60&o=
709,Apartment,0.0,0,48 Klimentska,cz,Prague 1,3,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/360175495.jpg?k=5a3b9a5eec58ff2c6335d95460f422cabe9c2c87c3e30e5685be05914fcbaef6&o=
710,Hotel,0.0,3476,Blazimska 1781/4,cz,Prague 11,4,7.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/115664289.jpg?k=40da4507d675c66adb473b3a47e2eb0409bb63677355ea0380da56d6b88e0270&o=
711,other,10.0,2,14 Liliová,cz,Prague 1,3,0.4,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/407901013.jpg?k=673509e27ca380c33ec25523eef08bed05e5580255efe7bb18d59fa31e320258&o=
712,Apartment,9.7,49,8 Petrská,cz,Prague 1,3,0.001,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/328032800.jpg?k=36c265a09ab88103d31bf566a3d8fb91bf32cdcb6d802cc1ab911363ecb5eec0&o=
713,Hotel,9.9,557,8 Míšeňská,cz,Prague 1,3,0.9,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/352662332.jpg?k=9b8697df464615ef297365dd224e9d95256ba92000e23d62cefb305583028061&o=
714,Apartment,9.5,20,11 Gorazdova,cz,Prague 2,3,1.5,L1,BRONZE,https://cf.bstatic.com/xdata/images/hotel/square600/148480388.jpg?k=2496d74884508d18b1ff7467ef43f1305b5fb2e8875294faefbc788a0b43c6d8&o=
715,Apartment,0.0,8,Krizikova 65a,cz,Prague 8,3,2.2,L2,SILVER,https://cf.bstatic.com/xdata/images/hotel/square600/409608674.jpg?k=5e78329f67e04f57a8a9dd0dae276ce8c52f0a841f060340f217ef0b9dc91c0d&o=
716,Apartment,0.0,1,4 Příčná,cz,Prague 1,3,1.1,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/381722424.jpg?k=d5260ee7af02b4f94c5887680f1e05018fabb617791b6612b91d0a4e65f1274c&o=
717,Hotel,0.0,1820,Plzenska 14,cz,Prague 5,3,2.2,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/234738039.jpg?k=aa007291fb9cf447dadc6086bd3f5ce8ebadd07ca6a768483e8ba2da9cd81eb8&o=
718,other,0.0,3,Konviktská 1055/7,cz,Prague 1,3,0.5,L0,NONE,https://cf.bstatic.com/xdata/images/hotel/square600/411133119.jpg?k=6a83dd09dee86c7521935327619c7c9f77262a0876d2fecee15e8751f62894e5&o=
